,Adress,Område,Pris,Antal rum,Boarea,Balkong,Uteplats,Våning,Har hiss,Byggår,Förening,Avgift,Driftkostnad,Pris/m2,Prisindex,Storleksindex,Funktionsindex,Totalindex,Länk
73,Solvallavägen 46A,"Duvbo, Sundbybergs kommun",1900000,1.5,30.9,Ja,Nej,"2 av 3, hiss finns ej",False,,BRF Skytten i Duvbo,1673,-1,61489,2234.6,4455.0,3000,9689.6,"https://www.hemnet.se/bostad/lagenhet-1,5rum-duvbo-sundbybergs-kommun-solvallavagen-46a-18936315"
12,Bårdgränd 6,"Åkeshov, Stockholms kommun",1950000,2.0,43.0,Nej,Nej,"2 av 3, hiss finns ej",False,,BRF Knypplerskan 4,2007,7080,45349,2351.4,3350.0,4000,9701.4,https://www.hemnet.se/bostad/lagenhet-2rum-akeshov-stockholms-kommun-bardgrand-6-19094662
172,Björketorpsvägen 11,"Norra Ängby, Stockholms kommun",1995000,2.0,48.0,Nej,Nej,"1 av 5, hiss finns",True,,BRF Långskeppet,3172,6050,41563,2629.4,3100.0,4000,9729.4,https://www.hemnet.se/bostad/lagenhet-2rum-norra-angby-stockholms-kommun-bjorketorpsvagen-11-19016981
112,Vasavägen 26,"Råsunda, Solna kommun",2495000,2.0,35.0,Nej,Ja,1,False,,BRF Kilen 4,2497,-1,71286,2994.4,3750.0,3000,9744.4,https://www.hemnet.se/bostad/lagenhet-2rum-rasunda-solna-kommun-vasavagen-26-19011276
216,Kruthusbacken 80A,"Råsunda, Solna kommun",2150000,1.0,39.0,Ja,Nej,"3 av 3, hiss finns ej",False,,BRF Kruthusbacken 80,2760,-1,55128,2702.0,5550.0,1500,9752.0,https://www.hemnet.se/bostad/lagenhet-1rum-rasunda-solna-kommun-kruthusbacken-80a-19098217
224,Spinnrocksvägen 11,"Bromma - Riksby, Stockholms kommun",1995000,1.0,32.6,Ja,Nej,"3 av 3, hiss finns ej",False,,BRF Spinnrocken,2104,4200,61196,2415.8,5870.0,1500,9785.8,https://www.hemnet.se/bostad/lagenhet-1rum-bromma-riksby-stockholms-kommun-spinnrocksvagen-11-19066906
161,Gamla Enköpingsvägen 152,"Ursvik, Sundbybergs kommun",2395000,2.0,55.0,Nej,Nej,"2 av 5, hiss finns",True,,HSB BRF Fanfaren i Sundbyberg,3395,-1,43545,3074.0,2750.0,4000,9824.0,https://www.hemnet.se/bostad/lagenhet-2rum-ursvik-sundbybergs-kommun-gamla-enkopingsvagen-152-19071015
60,Stallgatan 30,"Ursvik, Sundbybergs kommun",2490000,2.0,57.0,Nej,Nej,?,False,,BRF Hjortronstället,3495,-1,43684,3189.0,2650.0,4000,9839.0,https://www.hemnet.se/bostad/lagenhet-2rum-ursvik-sundbybergs-kommun-stallgatan-30-18776116
207,Sommarvägen 6,"Vireberg - Råsunda, Solna kommun",1895000,2.0,42.0,Nej,Nej,?,False,,BRF Sommaren,2732,-1,45119,2441.4,3400.0,4000,9841.4,https://www.hemnet.se/bostad/lagenhet-2rum-vireberg-rasunda-solna-kommun-sommarvagen-6-19097282
115,Gamla Enköpingsvägen 180,"Ursvik, Sundbybergs kommun",1990000,2.0,44.0,Nej,Nej,?,False,,BRF Ursvikskulle,2767,-1,45227,2543.4,3300.0,4000,9843.4,https://www.hemnet.se/bostad/lagenhet-2rum-ursvik-sundbybergs-kommun-gamla-enkopingsvagen-180-19044795
79,"Skvadronsbacken 11, ACCEPTERAT PRIS",Sundbybergs kommun,2195000,2.0,46.0,Nej,Nej,1 av 2,False,,BRF Skvadronen Ett,2293,-1,47717,2653.6,3200.0,4000,9853.6,"https://www.hemnet.se/bostad/lagenhet-2rum-sundbybergs-kommun-skvadronsbacken-11,-accepterat-pris-18991763"
221,Kvarnbacksvägen 100,"Riksby, Stockholms kommun",1995000,2.0,41.0,Nej,Nej,"2 av 3, hiss finns ej",False,,BRF Riksby,2396,5700,48659,2474.2,3450.0,4000,9924.2,https://www.hemnet.se/bostad/lagenhet-2rum-riksby-stockholms-kommun-kvarnbacksvagen-100-19066627
92,"Boplatsvägen 2, Accepterat pris!","Brotorp/Järvastaden, Sundbybergs kommun",2175000,1.5,34.0,Ja,Nej,"1 av 3, hiss finns",True,,BRF Löparen i Sundbyberg,2289,-1,63971,2632.8,4300.0,3000,9932.8,"https://www.hemnet.se/bostad/lagenhet-1,5rum-brotorp-jarvastaden-sundbybergs-kommun-boplatsvagen-2,-accepterat-pris-19017581"
127,"Knektvägen 17, 5 tr","Enskede - Gubbängen, Stockholms kommun",2495000,2.0,54.0,Nej,Nej,5 av 6,False,,BRF Stockholmshus nr 11,3198,6000,46204,3134.6,2800.0,4000,9934.6,"https://www.hemnet.se/bostad/lagenhet-2rum-enskede-gubbangen-stockholms-kommun-knektvagen-17,-5-tr-19046658"
51,"Bäckaskiftsvägen 17A, Accepterat pris!","Enskede - Stureby, Stockholms kommun",2475000,2.0,27.0,Nej,Ja,"-1 av 3, hiss finns ej",False,,BRF Skogskarlen,1626,5856,91667,2800.2,4150.0,3000,9950.2,"https://www.hemnet.se/bostad/lagenhet-2rum-enskede-stureby-stockholms-kommun-backaskiftsvagen-17a,-accepterat-pris-18932776"
220,Stångjärnsvägen 10,"Bromma - Johannesfred, Stockholms kommun",2195000,2.0,46.0,Nej,Nej,"1 av 3, hiss finns ej",False,,BRF Järnstämpeln 5,2905,13908,47717,2776.0,3200.0,4000,9976.0,https://www.hemnet.se/bostad/lagenhet-2rum-bromma-johannesfred-stockholms-kommun-stangjarnsvagen-10-19022548
131,Kalmgatan 6,"Hammarbyhöjden, Stockholms kommun",2195000,1.0,33.0,Ja,Nej,"3 av 3, hiss finns ej",False,,BRF Biet 3,2180,4000,66515,2631.0,5850.0,1500,9981.0,https://www.hemnet.se/bostad/lagenhet-1rum-hammarbyhojden-stockholms-kommun-kalmgatan-6-19096517
171,Stamgårdsparken 4,"Centrala Sundbyberg (Lilla Alby), Sundbybergs kommun",2295000,1.5,39.0,Ja,Nej,"2 av 3, hiss finns ej",False,,BRF Växthuset 10,3201,-1,58846,2935.2,4050.0,3000,9985.2,"https://www.hemnet.se/bostad/lagenhet-1,5rum-centrala-sundbyberg-lilla-alby-sundbybergs-kommun-stamgardsparken-4-19096896"
167,"Klövervägen 5, 3,5 tr","Råsunda, Solna kommun",2250000,1.5,35.0,Ja,Nej,"3,5, hiss finns ej",False,,BRF Sladden 5 & 6 i Solna,2653,-1,64286,2780.6,4250.0,3000,10030.6,"https://www.hemnet.se/bostad/lagenhet-1,5rum-rasunda-solna-kommun-klovervagen-5,-3,5-tr-19075936"
137,Kubikenborgsvägen 3,"Stureby, Stockholms kommun",2475000,2.0,49.0,Nej,Nej,"2 av 3, hiss finns ej",False,,BRF Barkspaden 2 i Stureby,2614,3450,50510,2997.8,3050.0,4000,10047.8,https://www.hemnet.se/bostad/lagenhet-2rum-stureby-stockholms-kommun-kubikenborgsvagen-3-19066602
205,Rosengatan 3B,"Centrala Sundbyberg, Sundbybergs kommun",2250000,1.0,35.0,Ja,Nej,"3 av 3, hiss finns ej",False,,BRF Posten 11,2825,-1,64286,2815.0,5750.0,1500,10065.0,https://www.hemnet.se/bostad/lagenhet-1rum-centrala-sundbyberg-sundbybergs-kommun-rosengatan-3b-19079515
231,Snörmakarvägen 15,"Åkeshov, Stockholms kommun",1995000,2.0,42.0,Nej,Nej,"1 av 3, hiss finns ej",False,,BRF Väverskan 8,3450,3900,47500,2685.0,3400.0,4000,10085.0,https://www.hemnet.se/bostad/lagenhet-2rum-akeshov-stockholms-kommun-snormakarvagen-15-19072575
196,Ståltrådsvägen 25 - Accepterat pris,"Bromma - Johannesfred, Stockholms kommun",2400000,2.0,46.0,Nej,Nej,"1 av 3, hiss finns ej",False,,BRF Järnheden,2584,4560,52174,2916.8,3200.0,4000,10116.8,https://www.hemnet.se/bostad/lagenhet-2rum-bromma-johannesfred-stockholms-kommun-staltradsvagen-25-accepterat-pris-18993336
104,Uppfartsvägen 4,"Råsunda, Solna kommun",2495000,2.0,47.0,Nej,Nej,"0,5, hiss finns",True,,BRF Kastanjen 7,2513,4800,53085,2997.6,3150.0,4000,10147.6,https://www.hemnet.se/bostad/lagenhet-2rum-rasunda-solna-kommun-uppfartsvagen-4-19039655
102,"Östervägen 14B, Accepterat pris","Gamla Råsunda, Solna kommun",2495000,2.0,47.0,Nej,Nej,"0,5 av 5, hiss finns",True,,BRF Östervägen 14 Solna,2751,-1,53085,3045.2,3150.0,4000,10195.2,"https://www.hemnet.se/bostad/lagenhet-2rum-gamla-rasunda-solna-kommun-ostervagen-14b,-accepterat-pris-18776458"
27,Brevvägen 5,"Enskede - Svedmyra, Stockholms kommun",2475000,2.0,47.0,Nej,Nej,"1 av 3, hiss finns",True,,BRF Brevlådan 3,2863,6300,52660,3047.6,3150.0,4000,10197.6,https://www.hemnet.se/bostad/lagenhet-2rum-enskede-svedmyra-stockholms-kommun-brevvagen-5-18960185
42,Sockenvägen 369,"Gamla Enskede, Stockholms kommun",2250000,2.0,40.0,Nej,Nej,"1 av 3, hiss finns ej",False,,BRF Häradsdomaren 2,2317,6000,56250,2713.4,3500.0,4000,10213.4,https://www.hemnet.se/bostad/lagenhet-2rum-gamla-enskede-stockholms-kommun-sockenvagen-369-18710436
142,Hästhagsgatan 1,"Centrala Sundbyberg, Sundbybergs kommun",2395000,2.0,38.0,Nej,Nej,"1 av 4, hiss finns",True,,BRF Enen 13,1301,7265,63026,2655.2,3600.0,4000,10255.2,https://www.hemnet.se/bostad/lagenhet-2rum-centrala-sundbyberg-sundbybergs-kommun-hasthagsgatan-1-19061155
77,"Klippgatan 24C, 6tr","Centrala Solna, Solna kommun",2295000,1.5,46.0,Nej,Nej,"6 av 8, hiss finns",True,,BRF VIMPELN 24,1413,4500,49891,2577.6,3700.0,4000,10277.6,"https://www.hemnet.se/bostad/lagenhet-1,5rum-centrala-solna-solna-kommun-klippgatan-24c,-6tr-18862377"
159,Tulegatan 58 B,"Centrala Sundbyberg, Sundbybergs kommun",2495000,2.0,46.5,Nej,Nej,"3 av 4, hiss finns ej",False,,HSB BRF Staren i Sundbyberg,3069,7804,53656,3108.8,3175.0,4000,10283.8,https://www.hemnet.se/bostad/lagenhet-2rum-centrala-sundbyberg-sundbybergs-kommun-tulegatan-58-b-19073075
136,Ätravägen 22A,"Bagarmossen, Stockholms kommun",1895000,1.0,32.0,Nej,Nej,"3 av 3, hiss finns",True,,BRF Studion i Bagarmossen,2450,-1,59219,2385.0,5900.0,2000,10285.0,https://www.hemnet.se/bostad/lagenhet-1rum-bagarmossen-stockholms-kommun-atravagen-22a-19099295
114,"Simrishamnsvägen 21, BV","Hammarbyhöjden - Björkhagen, Stockholms kommun",2250000,1.5,49.0,Nej,Nej,?,False,,BRF Virvelvinden,2505,5052,45918,2751.0,3550.0,4000,10301.0,"https://www.hemnet.se/bostad/lagenhet-1,5rum-hammarbyhojden-bjorkhagen-stockholms-kommun-simrishamnsvagen-21,-bv-19061415"
155,"Lövgatan 55, 1 tr","Råsunda, Solna kommun",2395000,2.0,41.0,Nej,Nej,"1 av 7, hiss finns",True,,BRF West Side Solna,2289,5688,58415,2852.8,3450.0,4000,10302.8,"https://www.hemnet.se/bostad/lagenhet-2rum-rasunda-solna-kommun-lovgatan-55,-1-tr-19069215"
88,"Våtmarksvägen 62, 2 tr","Järvastaden, Solna kommun",2500000,2.0,43.0,Nej,Nej,"2 av 5, hiss finns",True,,BRF Backsötan i Järvastaden,2338,5100,58140,2967.6,3350.0,4000,10317.6,"https://www.hemnet.se/bostad/lagenhet-2rum-jarvastaden-solna-kommun-vatmarksvagen-62,-2-tr-18904755"
219,Abrahamsbergsvägen 50,"Abrahamsberg, Stockholms kommun",2450000,2.0,44.0,Nej,Nej,"1 av 3, hiss finns ej",False,,BRF Ryttartorpet 6,2858,-1,55682,3021.6,3300.0,4000,10321.6,https://www.hemnet.se/bostad/lagenhet-2rum-abrahamsberg-stockholms-kommun-abrahamsbergsvagen-50-19066293
174,Björkbacksvägen 42 - Accepterat pris,"Ulvsunda, Stockholms kommun",2350000,2.0,45.0,Nej,Nej,"2 av 3, hiss finns ej",False,,HSB BRF Förmannen i Stockholm,3941,3960,52222,3138.2,3250.0,4000,10388.2,https://www.hemnet.se/bostad/lagenhet-2rum-ulvsunda-stockholms-kommun-bjorkbacksvagen-42-accepterat-pris-19018504
148,Infanterigatan 17,"Västra Skogen, Solna kommun",2195000,1.5,44.5,Nej,Nej,"4, hiss finns",True,,HSB BRF Pampas i Solna,2323,5520,49326,2659.6,3775.0,4000,10434.6,"https://www.hemnet.se/bostad/lagenhet-1,5rum-vastra-skogen-solna-kommun-infanterigatan-17-19039435"
67,Järnvägsgatan 2E,"Solna, Solna kommun",2400000,2.0,37.0,Nej,Nej,?,False,,BRF Vargen,1964,-1,64865,2792.8,3650.0,4000,10442.8,https://www.hemnet.se/bostad/lagenhet-2rum-solna-solna-kommun-jarnvagsgatan-2e-18865855
